User Query,incident,incident_L2_score,incident_predicted,incident_true,policy,policy_L2_score,policy_predicted,policy_true
"I noticed unauthorized transactions on my credit card, but I never shared my details with anyone.",'fraud and digital arrest scare two individuals manish kumar mehta and indrajit yadav were arrested for engaging in cyber fraud by impersonating security officers and threatening victims with digital arrest to extort money ',1.2094347,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.5598991,0,0
"I noticed unauthorized transactions on my credit card, but I never shared my details with anyone.",'mp gyanendra royal liquor thousandar personal data with general phone number and address mp gyanendra royals post on facebook led to the disclosure of thousands of peoples personal information including names phone numbers and addresses many users shared their details in response to his request raising concerns about cybersecurity ',1.2139441,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.5619185,0,0
"I noticed unauthorized transactions on my credit card, but I never shared my details with anyone.",'cyber bureau warns about fake social media accounts targeting bank and wallet accounts the cyber bureau of the nepal police has issued a warning regarding the increasing cases of fraud involving fake social media profiles these profiles often using photos of foreign nationals are used by criminals to gain trust and manipulate individuals into sharing their bank and wallet account details victims have been tricked into providing sensitive information such as online banking ids passwords atm cards and otp codes under false pretenses such as love or trust the bureau emphasized the legal risks of such activities and urged citizens to be cautious ',1.2374384,0,0,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.5846796,0,0
"I noticed unauthorized transactions on my credit card, but I never shared my details with anyone.",'cyber bureau warns about fake social media accounts targeting bank and wallet accounts the cyber bureau of the nepal police has issued a warning regarding the increasing cases of fraud involving fake social media profiles these profiles often using photos of foreign nationals are used by criminals to gain trust and manipulate individuals into sharing their bank and wallet account details victims have been tricked into providing sensitive information such as online banking ids passwords atm cards and otp codes under false pretenses such as love or trust the bureau emphasized the legal risks of such activities and urged citizens to be cautious ',1.2374384,0,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.6605673,0,0
"I noticed unauthorized transactions on my credit card, but I never shared my details with anyone.",'online fraud involving young people increases in nepal national bank report a recent report by the nepal nation bank financial information unit reveals a rise in online fraud cases particularly involving young people the report based on the analysis of suspicious activity reports sar and suspicious business reports str found that individuals aged 18 to 25 are the most active group involved in online fraud accounting for a significant percentage of cases the report also highlights the involvement of students job holders and a range of other individuals including housewives unemployed people and small business operators the misuse of new accounts is also a key trend in the rise of these cybercrimes ',1.2480632,0,0,'punishment for pirating destroying or altering computer source data if a person knowingly or with malafide intention pirates destroys or alters computer source code used for any computer computer program computer system or computer network or causes others to do so heshe shall be punished with imprisonment not exceeding three years or a fine not exceeding two hundred thousand rupees or both ',1.6771774,0,0
"I noticed unauthorized transactions on my credit card, but I never shared my details with anyone.",'aadhaar data breach case this case involved the breach of personal data stored in the aadhaar database compromising the information of millions of individuals ',1.257662,0,0,'punishment for distribution of illegal pornographic content if a person distributes shares or sells pornographic content that is illegal under local laws including content involving minors or nonconsensual material heshe shall be punished with imprisonment up to 7 years or a fine up to 1000000 nepalese rupees or both ',1.7135456,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'scam on whatsapp using names and photos of bank and financial institution ceos a new scam has emerged on whatsapp where fraudsters are using the names and photos of prominent figures from banks and financial institutions to deceive people and extort money the scammers have misused the identities of the governor general of the central bank ceos of siddhartha bank guranas life insurance ime group and nepal clearing house limited they use these names and images to falsely ask for money affected individuals include employees of the mentioned institutions authorities are investigating the origins of the fraud and are filing complaints with the cyber bureau ',1.1384747,0,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.459535,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'online fraud offering money for pregnant women deceives victims mangesh kumar a man from bihar became a victim of a strange online scam the fraudsters claimed that money could be earned by making women pregnant and promised large sums of money in exchange for this task the scammers used convincing tactics such as fake government documents and fake court papers to lure victims into paying fees for services like hotel bookings and pregnancy verification mangesh lost his entire monthly salary of rs 1000000 and was pushed to make further payments under threats of legal action other victims of this widespread fraud have come forward but many are too ashamed to file complaints the fraudsters have been active for over a year targeting vulnerable individuals ',1.1544044,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.4657819,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'misusing the name of nepali it company for online scamming and fraud scammers have misused the name of sd tech a nepali it company to defraud people of millions online the fraudsters used whatsapp messages to promise people a daily income of up to 2000 npr luring them to invest money in a fake scheme ',1.1739451,0,1,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.5734644,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'cyber bureaus request regarding fake emails impersonating nepal police officials fake emails have been circulated impersonating nepal police cyber bureau and senior officials misleading the public into believing they are receiving official communications ',1.2000537,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.5850065,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'staff arrested for collaborating with online thugs in kyec verification scam three employees of a digital wallet company were arrested for their involvement in verifying kyc know your customer details illegally in collaboration with an online fraud gang the suspects shahil shabha savinkumar kumal and another individual from ramechap were accused of assisting criminals by verifying fake documents for criminal activities the company had filed a complaint against its own staff after discovering their involvement in this fraudulent operation the police are investigating how the digital wallet company was negligent in verifying these details and how the employees facilitated online fraud ',1.2195106,0,0,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.6451267,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'nepali man loses rs 1 million to online scam after being lured by fake job offer a nepali man who traveled to saudi arabia to work and support his family fell victim to an online scam when he was approached by a woman claiming to work for amazon after engaging in conversation and receiving an enticing offer to earn large sums of money from a parttime job the victim amati ended up sending rs 1 million to the scammers the woman initially reaching out through whatsapp convinced amati to participate in the scam promising significant earnings this case highlights the growing trend of online fraud targeting individuals seeking opportunities abroad ',1.2236476,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.6569139,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'defaming womens character via social media an individual used social media to tarnish a womans reputation by creating fake profiles and posting defamatory content the cyber bureau received a complaint and identified the suspect legal action has been initiated under the electronic transaction act 2063 bs further investigation is being carried out with the approval of the respective district court ',1.2310947,0,0,'punishment for cyber terrorism any person who commits cyber terrorism or causes harm to national security or public order through electronic means shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.6921608,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'fake social media account using singer sunita dulals name for fraud a fake social media account using the name of the famous folklore singer sunita dulal has been found soliciting money the singer has warned her fans on facebook to be cautious and report the fake account ',1.2433674,0,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.698468,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'fake social media account using singer sunita dulals name for fraud a fake social media account using the name of the famous folklore singer sunita dulal has been found soliciting money the singer has warned her fans on facebook to be cautious and report the fake account ',1.2433674,0,0,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.7131804,0,0
"I found fake job listings using my company name, scamming job seekers for money. How do I report this cyber fraud?",'hacker steals rs 4 million from multiple bank accounts due to delayed action by bank employees khadg prasin a kathmandu resident became a victim of an online banking scam after receiving an otp for a fraudulent rs 1 million transfer from his sanima bank account despite contacting the bank immediately to block his account the bank staff failed to act promptly by the time he arrived at the bank rs 1 million had already been transferred the hacker also accessed khadgs accounts in global ime bank sunrise bank and nic asia stealing a total of rs 4 million khadg believes his gmail and mobile accounts were compromised after clicking on a suspicious link and he accuses the bank staff of negligence for not acting quickly enough to prevent the theft ',1.2499228,0,0,'punishment for distribution of illegal pornographic content if a person distributes shares or sells pornographic content that is illegal under local laws including content involving minors or nonconsensual material heshe shall be punished with imprisonment up to 7 years or a fine up to 1000000 nepalese rupees or both ',1.7178807,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'mp gyanendra royal liquor thousandar personal data with general phone number and address mp gyanendra royals post on facebook led to the disclosure of thousands of peoples personal information including names phone numbers and addresses many users shared their details in response to his request raising concerns about cybersecurity ',1.2291785,0,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.5072548,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'lakshmi capital market hack liked on the dark web customer data a hacker group named killsek has leaked sensitive data from lakshmi capital a financial institution in nepal the data was made public on the dark web after the group demanded a ransom of 10000 euros approximately 1 million npr the leaked data includes the source code database ssl certificate and sensitive customer information such as citizenship numbers the data which was kept in a zip file was uploaded to the dark web after the ransom was not paid ',1.2340329,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.5357009,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'data breach and information leak of ioe students on the dark web the institute of engineering ioe experienced a significant data breach where sensitive student information including names addresses birth dates and phone numbers was leaked onto the dark web the data was found to be for sale through the bridge forum putting thousands of students at risk the breach affected students from multiple campuses affiliated with ioe including pulchok campus thapathali campus west manchal campus preachal and ioi ',1.2462969,0,0,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.5456177,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'the website hack of the madhes pradesh lok service commission is being promoted to crypto the website of the madhes pradesh lok service commission has been hacked and redirected to cryptocurrency promotional pages upon visiting the site users are redirected to cryptocurrency advertisements and other spam sites cyber security expert victory limbu confirmed that the website was hacked and cautioned that this puts user data at risk hacked government websites often result in the exposure of sensitive user data which could be misused for criminal activities the authorities have initiated an investigation into the hack and limbu advised against visiting the compromised website ',1.2695638,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.5869648,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'vianet data breach case an anonymous hacker breached and leaked the personal details of approximately 176000 vianet customers including names locations email addresses and phone numbers the hacker exploited an idor vulnerability in vianets systems ',1.2864997,0,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.598493,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'cyber attack on whatsapp using zeroclick exploit whatsapp users fell victim to a cyber attack carried out using spyware specifically a zeroclick exploit without any interaction from the target users the attack was linked to the israeli spyware company paragon solutions ',1.314964,0,0,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.6274168,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'malware boosted from official page of nepali online news with fake footage link a popular nepali online news portals verified facebook page has been compromised to promote malware on thursday a post claiming to show hot footage of the bed in swasti contained a link to a google drive file the link was found to carry a variant of stealer malware that when clicked immediately downloaded to the users device giving hackers access to sensitive information such as passwords and browser history the incident likely occurred due to unauthorized access during the last election the news outlets technical team is working to secure the page cyber security expert vijay limbu confirmed that the malware evades detection by traditional antivirus programs ',1.3215134,0,0,'punishment for unauthorized access if a person accesses a computer computer system or network without authorization and causes damage or disruption heshe shall be punished with imprisonment up to 3 years or a fine up to 200000 rupees or both ',1.6489964,0,1
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'cyber bureau warns against tempting links promising online jobs and free services the cyber bureau has issued a warning regarding suspicious links being shared on social media platforms particularly facebook the links claim to offer online data entry jobs free iltspte exam preparation classes and stock business analysis training however the cyber bureau cautioned that clicking on these links could lead to malware downloads giving hackers control over personal devices such as laptops desktops and mobiles the hackers aim to monitor internet activity and access sensitive financial data like digital wallets and bank accounts the bureau has advised the public to ignore such links and avoid trusting these offers ',1.3354208,0,0,'punishment for pirating destroying or altering computer source data if a person knowingly or with malafide intention pirates destroys or alters computer source code used for any computer computer program computer system or computer network or causes others to do so heshe shall be punished with imprisonment not exceeding three years or a fine not exceeding two hundred thousand rupees or both ',1.7322193,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'promoting restricted online gambling by hacking the national book food teacher website the national book food teacher website has been hacked by an indonesian hacker group called feeds explorer unauthorized access was gained to the statistics of community school teachers and the website was used to promote restricted online gambling the website is now down displaying a message that it has been breached ',1.3451496,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.74002,0,0
"I installed a browser extension that seemed useful, but now my personal data is being leaked.",'voter details misused from election commission website personal information of all voters across nepal publicly available on the election commission website was found misused on a private website the data including names voter numbers age gender family details and polling station information was exposed without proper security measures ',1.3518838,0,0,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.8002793,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'vianet data breach case an anonymous hacker breached and leaked the personal details of approximately 176000 vianet customers including names locations email addresses and phone numbers the hacker exploited an idor vulnerability in vianets systems ',1.1561224,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.2298923,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'porn content on facebook the aviation governor of nepal says hacked that the facebook account of pradip officer director general of the civil aviation authority of nepal was found to have posted pornographic material the posts were discovered to have been published on may 1 and june of 2011 several people were tagged in these posts the officer suspects his account was hacked and has mentioned that he does not frequently use facebook only occasionally checking it despite this he acknowledged the content was posted from his account the officers it team is investigating the issue the tourism minister kiranti responded that no official explanation would be given as the officer was appointed by the council of ministers ',1.1743476,0,0,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.3301301,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'massive data breach hackers steal nearly 10 billion passwords a hacker group has reportedly stolen nearly 10 billion plaintext passwords according to a report by cyber news investigators the database titled rockyou2024txt contains 994 billion stolen passwords the passwords are suspected to have been leaked by a user with the obamacare username the database was shared with cyber news by an employee from the legal firm simmons  simmons ',1.185559,0,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.3340187,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'bangladeshi hackers target nepali cyber cafes bangladeshi hackers have recently targeted nepali cyber cafes screenshots leaked on a telegram channel indicate that data from several cyber cafes in nepal which is used for applying for police character certificates has been compromised the hackers have falsely claimed that the attack was on the nepal polices character certificate website however nepal police sources have denied any breach of their website asserting that the data leak occurred from the cyber cafes online forms not from the police website itself the attack is reportedly a retaliation for a previous cyber attack by a nepali hacker group anonymous nepal on bangladeshi police websites ',1.19172,0,1,'punishment for unauthorized access if a person accesses a computer computer system or network without authorization and causes damage or disruption heshe shall be punished with imprisonment up to 3 years or a fine up to 200000 rupees or both ',1.3492527,0,1
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'dangerous fake site in the name of online news this is how the facebook user is trapped a rise in phishing activities targeting nepali internet users has been observed with fake online news sites being promoted through facebook ads these sites disguised as legitimate news websites are used to spread stiller malware designed to steal private and confidential data one such incident involved the hacking of a facebook page with over 4 million followers the page manoj threat was misused to post a phishing link under the guise of online news clicking on the link redirects users to a fake website which steals sensitive data such as social network credentials mobile banking details and digital wallet information ',1.1966333,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.3965418,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'mp gyanendra royal liquor thousandar personal data with general phone number and address mp gyanendra royals post on facebook led to the disclosure of thousands of peoples personal information including names phone numbers and addresses many users shared their details in response to his request raising concerns about cybersecurity ',1.2075404,0,0,'punishment for cyber terrorism any person who commits cyber terrorism or causes harm to national security or public order through electronic means shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.4532576,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'cyber bureau warns against tempting links promising online jobs and free services the cyber bureau has issued a warning regarding suspicious links being shared on social media platforms particularly facebook the links claim to offer online data entry jobs free iltspte exam preparation classes and stock business analysis training however the cyber bureau cautioned that clicking on these links could lead to malware downloads giving hackers control over personal devices such as laptops desktops and mobiles the hackers aim to monitor internet activity and access sensitive financial data like digital wallets and bank accounts the bureau has advised the public to ignore such links and avoid trusting these offers ',1.2156315,0,0,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.464495,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'10 billion password leak reported a hacker group has released approximately 10 billion passwords which were found in a hacking forum under the name rockyou2024txt the passwords were reportedly stolen from various accounts including those with obama care usernames researchers warn that these leaked passwords can be used in credential stuffing attacks or brute force attacks to gain unauthorized access to various accounts ',1.2374413,0,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.4695051,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'hacking the digital board of street choke and offering love to the young woman the street light board in the main square of kapilitem municipality newtol was hacked the board displayed an unauthorized message i love you mamata this incident led to concerns about security and control over public digital boards ',1.2391381,0,0,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.5175124,0,0
"I used public WiFi at a café, and later, I found out my email and social media accounts were hacked.",'fraudulent activities through social media platforms two individuals used platforms like tiktok facebook and whatsapp to commit fraud by misleading victims with fake messages such as you won a lucky draw for an iphone and demanding money for customs clearance ',1.2599113,0,0,'punishment for uploading and sharing pornographic content on social media if a person uploads shares or posts pornographic content on social media platforms without consent or in violation of the platforms terms heshe shall be punished with imprisonment up to 5 years or a fine up to 750000 nepalese rupees or both ',1.5660186,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'misusing the name of nepali it company for online scamming and fraud scammers have misused the name of sd tech a nepali it company to defraud people of millions online the fraudsters used whatsapp messages to promise people a daily income of up to 2000 npr luring them to invest money in a fake scheme ',1.390234,0,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.4055705,0,1
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'fraudulent activities through social media platforms two individuals used platforms like tiktok facebook and whatsapp to commit fraud by misleading victims with fake messages such as you won a lucky draw for an iphone and demanding money for customs clearance ',1.4101218,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.4722,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'nepali man loses rs 1 million to online scam after being lured by fake job offer a nepali man who traveled to saudi arabia to work and support his family fell victim to an online scam when he was approached by a woman claiming to work for amazon after engaging in conversation and receiving an enticing offer to earn large sums of money from a parttime job the victim amati ended up sending rs 1 million to the scammers the woman initially reaching out through whatsapp convinced amati to participate in the scam promising significant earnings this case highlights the growing trend of online fraud targeting individuals seeking opportunities abroad ',1.4166365,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.6825051,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'online fraud amounting to rs 10 million in the first six months of the fiscal year in the first six months of the fiscal year online fraud cases in nepal have led to a loss of approximately rs 10 million according to nepal police there have been numerous complaints regarding online fraud with a significant number related to parcels mobile and laptop purchases and investment schemes fraudulent activities include the use of fake otp codes hacked facebook ids and scams related to job advertisements and lottery schemes the police have investigated multiple cases with some fraudsters arrested and prosecuted while others are under further investigation ',1.4191797,0,0,'patent for pharmaceuticals this policy deals with the patenting of pharmaceutical products and modifications thereof it involves determining the novelty and inventiveness of the drug for patent protection ',1.7041478,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'unauthorized access to fwan softs account to steal large sums of money researching cyber bureau a large sum of money has been stolen from fwan softs account due to unauthorized access the company filed a complaint with the cyber bureau about the theft an investigation is underway to determine how the money was stolen and to identify those responsible ',1.426404,0,0,'compensation for damages any person convicted under this act may be required to pay compensation for damages caused by their actions ',1.7154803,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'online fraud offering money for pregnant women deceives victims mangesh kumar a man from bihar became a victim of a strange online scam the fraudsters claimed that money could be earned by making women pregnant and promised large sums of money in exchange for this task the scammers used convincing tactics such as fake government documents and fake court papers to lure victims into paying fees for services like hotel bookings and pregnancy verification mangesh lost his entire monthly salary of rs 1000000 and was pushed to make further payments under threats of legal action other victims of this widespread fraud have come forward but many are too ashamed to file complaints the fraudsters have been active for over a year targeting vulnerable individuals ',1.4366585,0,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.7457371,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'kaskis susan poudel arrested for cheating over 2 million on cheap laptops susan poudel a 22yearold resident of fishwarm village kaski was arrested by the kathmandu valley crime investigation office on charges of online fraud poudel along with others deceived victims into believing they were purchasing laptops at a low price online the victims transferred money for the laptops but never received the goods resulting in a total loss of over 2 million rupees the accused is being investigated for his involvement in the scam and further actions are being taken by the district police complex ',1.4411671,0,0,'punishment for cyber terrorism any person who commits cyber terrorism or causes harm to national security or public order through electronic means shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.7581372,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'arrest of individuals involved in online fraud under the pretext of providing educational assistance fraudsters involved in deceiving people by pretending to provide online assistance for the pearson test of english pte through manaslu educational services various electronic devices were confiscated during the investigation ',1.443657,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.8157644,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'fraud and digital arrest scare two individuals manish kumar mehta and indrajit yadav were arrested for engaging in cyber fraud by impersonating security officers and threatening victims with digital arrest to extort money ',1.4494541,0,0,'punishment for unauthorized access if a person accesses a computer computer system or network without authorization and causes damage or disruption heshe shall be punished with imprisonment up to 3 years or a fine up to 200000 rupees or both ',1.8306558,0,0
"I paid for a product on an online shopping website, but they never delivered it. Now, they are not responding.",'arrest of the accused for fraud using social media the accused misused social media to deceive a foreign individual claiming to be in distress due to family issues she provided fake identification details and fabricated personal struggles leading the victim to send expensive goods and a sum of 8000 additionally the accused demanded a further npr 30000 from the recipient under false pretenses after the victim filed a complaint a detailed investigation by the nepal police led to the arrest of the accused ',1.4549646,0,0,'punishment for distribution of illegal pornographic content if a person distributes shares or sells pornographic content that is illegal under local laws including content involving minors or nonconsensual material heshe shall be punished with imprisonment up to 7 years or a fine up to 1000000 nepalese rupees or both ',1.8365093,0,0
My ex-partner is posting private photos of me online without my consent.,'arrest for character assassination and harassment of minors using social media photos an individual was arrested for downloading photos of minors from social media platforms like facebook and using them for character assassination and harassment the individual created fake accounts and sent inappropriate messages the cyber bureau conducted the investigation and arrested the individual ',1.0753319,1,1,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.3251519,0,1
My ex-partner is posting private photos of me online without my consent.,'arrest of a person for defaming a woman on social media a suspect defamed a woman by leaking her personal details videos and messages on the tinder social media platform without her consent ',1.1191518,0,1,'punishment for uploading and sharing pornographic content on social media if a person uploads shares or posts pornographic content on social media platforms without consent or in violation of the platforms terms heshe shall be punished with imprisonment up to 5 years or a fine up to 750000 nepalese rupees or both ',1.3791932,0,1
My ex-partner is posting private photos of me online without my consent.,'young man trapped in cybercrime after breakup with girlfriend a young man sought revenge on his exgirlfriend after a breakup by using social media to send offensive messages and fake nude pictures leading to his arrest under the electronic transactions act ',1.1257468,0,1,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.3807858,0,1
My ex-partner is posting private photos of me online without my consent.,'blackmail using obscene activities pathibhara mata created a fake facebook account to solicit photos and videos from victims under the pretense of job offers blackmailing them with threats of public exposure ',1.1331048,0,0,'punishment for production of pornographic content without consent if a person produces or records pornographic content involving individuals without their consent heshe shall be punished with imprisonment up to 8 years or a fine up to 1500000 nepalese rupees or both ',1.4481118,0,0
My ex-partner is posting private photos of me online without my consent.,'sharing obscene content targeting women via social media a complaint was filed against an individual who shared explicit videos of a woman without her consent the suspect also sent obscene messages and comments through facebook messenger the cyber bureau has identified the individual and initiated legal action under the electronic transaction act 2063 bs the investigation is ongoing with the necessary court approvals ',1.1422083,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.4824226,0,0
My ex-partner is posting private photos of me online without my consent.,'arrest of an individual involved in character assassination of women an individual engaged in conversations with women on social media platforms created fake accounts used private photosvideos to blackmail and defame them resulting in character assassination ',1.1527935,0,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.508573,0,0
My ex-partner is posting private photos of me online without my consent.,'arrest of individual misusing social media to defame character an individual rojan bhattarai aged 19 was arrested for misusing social media platforms particularly facebook to befriend victims gain access to private photos and later threaten and defame their character the victims mostly women filed complaints with nepal polices cyber bureau the accused was arrested under the electronic transactions act of 2063 ',1.1532042,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.5129267,0,0
